vile,year,transmission,fuel,mileage,marque,model,doors,orgine,premiere_main,puissance_fiscale,etat,price,ABS,Airbags,CD/MP3/Bluetooth,Caméra de recul,Climatisation,ESP,Jantes aluminium,Limiteur de vitesse,Ordinateur de bord,Radar de recul,Régulateur de vitesse,Sièges cuir,Système de navigation/GPS,Toit ouvrant,Verrouillage centralisé à distance,Vitres électriques
Casablanca,2022.0,Automatique,Diesel,55000.0,Hyundai,Tucson,5.0,WW au Maroc,Oui,6.0,Excellent,329000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kénitra,2020.0,Automatique,Diesel,100000.0,Volkswagen,Golf 8,5.0,Dédouanée,Oui,8.0,Excellent,295000,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
Tanger,2019.0,Manuelle,Diesel,130000.0,Nissan,Qashqai,5.0,Pas encore dédouanée,Non,7.0,Excellent,240000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Tanger,2019.0,Manuelle,Diesel,110000.0,Dacia,Duster,5.0,WW au Maroc,Non,6.0,Très bon,154000,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1
Tanger,2017.0,Automatique,Diesel,190000.0,Audi,Q5,5.0,Dédouanée,Non,8.0,Très bon,380000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Casablanca,2019.0,Manuelle,Diesel,50000.0,Citroën,C4,5.0,WW au Maroc,Oui,6.0,Bon,159000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casablanca,2018.0,Automatique,Diesel,85000.0,Mercedes-Benz,Classe A,5.0,Importée neuve,Non,8.0,Neuf,265000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Tétouan,2020.0,Manuelle,Diesel,80000.0,Mitsubishi,L200,5.0,WW au Maroc,Oui,10.0,Excellent,245000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salé,2023.0,Automatique,Diesel,10000.0,Skoda,Octavia,5.0,WW au Maroc,Oui,8.0,Bon,345000,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1
Rabat,2025.0,Manuelle,Diesel,0.0,Renault,Kangoo,5.0,Dédouanée,Oui,6.0,Neuf,300000,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Fès,2014.0,Automatique,Diesel,180000.0,Audi,Q5,5.0,Dédouanée,Oui,8.0,Excellent,265000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Marrakech,2016.0,Automatique,Diesel,180000.0,Land Rover,Range Rover Vogue,5.0,WW au Maroc,Oui,11.0,Excellent,255000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rabat,2021.0,Automatique,Diesel,100000.0,Peugeot,2008,5.0,WW au Maroc,Oui,7.0,Excellent,229000,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
Fès,2022.0,Manuelle,Diesel,70000.0,Volkswagen,Caddy,5.0,WW au Maroc,Oui,8.0,Excellent,225000,1,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1
Oujda,2023.0,Automatique,Diesel,90000.0,Mercedes-Benz,Classe A,5.0,WW au Maroc,Oui,8.0,Excellent,400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casablanca,2011.0,Manuelle,Essence,120000.0,Ford,Ka,3.0,WW au Maroc,Non,7.0,Très bon,67000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casablanca,2019.0,Automatique,Diesel,120000.0,Land Rover,Range Rover Velar,5.0,Dédouanée,Oui,8.0,Excellent,370000,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Casablanca,2019.0,Automatique,Diesel,110000.0,Dacia,Duster,5.0,WW au Maroc,Oui,6.0,Très bon,162000,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
Fès,2020.0,Automatique,Diesel,120000.0,Hyundai,Tucson,5.0,WW au Maroc,Oui,8.0,Neuf,270000,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Salé,2019.0,Automatique,Diesel,150000.0,Hyundai,Tucson,5.0,WW au Maroc,,,,230000,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
Casablanca,2010.0,Manuelle,Diesel,160000.0,Dacia,Sandero,5.0,WW au Maroc,Non,6.0,,73000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Salé,2024.0,Automatique,Essence,120000.0,Opel,Mokka,5.0,WW au Maroc,Oui,8.0,Bon,218000,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1
Tanger,2023.0,Automatique,Other,10000.0,Renault,Arkana,5.0,WW au Maroc,Non,9.0,Excellent,295000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marrakech,2023.0,Automatique,Diesel,80000.0,Volkswagen,T-Roc,5.0,WW au Maroc,Oui,8.0,Excellent,298000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casablanca,2022.0,Automatique,Essence,45000.0,Nissan,Qashqai,5.0,WW au Maroc,Non,8.0,Très bon,280000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casablanca,2021.0,Automatique,Diesel,70000.0,BMW,Série 1,5.0,WW au Maroc,Oui,8.0,Excellent,295000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salé,2024.0,Automatique,Essence,120000.0,Opel,Mokka,5.0,WW au Maroc,Oui,8.0,Bon,218000,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1
Fès,2020.0,Automatique,Diesel,120000.0,Hyundai,Tucson,5.0,WW au Maroc,Oui,8.0,Neuf,270000,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Salé,2019.0,Automatique,Diesel,150000.0,Hyundai,Tucson,5.0,WW au Maroc,,,,230000,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
Casablanca,2010.0,Manuelle,Diesel,160000.0,Dacia,Sandero,5.0,WW au Maroc,Non,6.0,,73000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Tanger,2023.0,Automatique,Other,10000.0,Renault,Arkana,5.0,WW au Maroc,Non,9.0,Excellent,295000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanger,2022.0,Manuelle,Essence,60000.0,Kia,Picanto,5.0,WW au Maroc,Non,6.0,Excellent,110000,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1
Marrakech,2023.0,Automatique,Diesel,80000.0,Volkswagen,T-Roc,5.0,WW au Maroc,Oui,8.0,Excellent,298000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casablanca,2018.0,Automatique,Diesel,120000.0,Audi,A3,5.0,WW au Maroc,Oui,8.0,Bon,252000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tétouan,2016.0,Automatique,Diesel,160000.0,Audi,Q7,5.0,WW au Maroc,Non,12.0,Excellent,350000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Casablanca,2023.0,Automatique,Other,150000.0,Hyundai,Bayon,5.0,WW au Maroc,Non,6.0,Bon,210000,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1
Agadir,2013.0,Manuelle,Essence,200000.0,Renault,Clio,5.0,WW au Maroc,Non,6.0,Excellent,53000,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,1
Marrakech,2016.0,Automatique,Diesel,180000.0,Mercedes-Benz,Classe C,5.0,WW au Maroc,Non,6.0,Très bon,210000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casablanca,2021.0,Automatique,Diesel,95000.0,Ford,Kuga,5.0,WW au Maroc,Oui,8.0,Très bon,299000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casablanca,2008.0,Automatique,Diesel,190000.0,Chevrolet,Captiva,5.0,WW au Maroc,Non,8.0,Excellent,79000,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,1
Casablanca,2020.0,Automatique,Diesel,75000.0,Mercedes-Benz,Classe CLA,5.0,Dédouanée,Non,8.0,Bon,412000,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1
Agadir,2023.0,Manuelle,Diesel,130000.0,Peugeot,208,5.0,WW au Maroc,Non,6.0,Excellent,135000,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1
Casablanca,2017.0,Manuelle,Diesel,120000.0,Ford,Fiesta,5.0,WW au Maroc,Non,6.0,Très bon,103000,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,1
Casablanca,2011.0,Automatique,Diesel,200000.0,Land Rover,Range Rover Sport,5.0,Importée neuve,Non,12.0,Excellent,119000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Casablanca,2011.0,Automatique,Diesel,200000.0,Volkswagen,Golf 6,5.0,Dédouanée,Non,8.0,Très bon,133000,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1
Meknès,2021.0,Manuelle,Diesel,110000.0,Dacia,Duster,5.0,WW au Maroc,Oui,6.0,Neuf,189000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Fès,2017.0,Manuelle,Diesel,160000.0,Ford,Kuga,,,,,,165000,0,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1
Casablanca,2022.0,Manuelle,Diesel,55000.0,Peugeot,208,5.0,WW au Maroc,Non,6.0,Bon,157000,1,1,1,0,0,1,1,1,1,0,1,0,1,0,1,1
Temara,2024.0,Manuelle,Diesel,170000.0,Citroën,C-Elysée,5.0,WW au Maroc,Oui,6.0,Bon,161500,1,1,1,0,0,1,1,0,1,1,0,0,1,0,1,1
Rabat,2014.0,Automatique,Diesel,190000.0,Mercedes-Benz,220,5.0,Dédouanée,Non,9.0,Très bon,240000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casablanca,2022.0,Automatique,Diesel,90000.0,Hyundai,Creta,5.0,WW au Maroc,Oui,6.0,Excellent,223000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marrakech,2021.0,Automatique,Diesel,110000.0,BMW,Série 3,5.0,WW au Maroc,Oui,8.0,Excellent,325000,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Temara,2012.0,Manuelle,Essence,110000.0,Peugeot,107,3.0,WW au Maroc,Non,6.0,Excellent,67000,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0
Casablanca,2020.0,Automatique,Diesel,40000.0,Volkswagen,Touareg,5.0,WW au Maroc,Oui,11.0,Excellent,390000,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
Casablanca,2022.0,Automatique,Diesel,55000.0,Hyundai,Tucson,5.0,WW au Maroc,Oui,6.0,Excellent,329000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casablanca,2012.0,Automatique,Essence,100000.0,Audi,A1,5.0,WW au Maroc,Non,8.0,Très bon,108000,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1
Casablanca,2019.0,Automatique,Diesel,180000.0,Alfa Romeo,Stelvio,5.0,WW au Maroc,Oui,8.0,Très bon,215000,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Temara,2012.0,Manuelle,Essence,110000.0,Peugeot,107,3.0,WW au Maroc,Non,6.0,Excellent,67000,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0
Marrakech,2021.0,Automatique,Diesel,110000.0,BMW,Série 3,5.0,WW au Maroc,Oui,8.0,Excellent,325000,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Casablanca,2020.0,Automatique,Diesel,40000.0,Volkswagen,Touareg,5.0,WW au Maroc,Oui,11.0,Excellent,390000,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
Casablanca,2012.0,Automatique,Essence,100000.0,Audi,A1,5.0,WW au Maroc,Non,8.0,Très bon,108000,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1
Casablanca,2006.0,Manuelle,Diesel,300000.0,Hyundai,Terracan,5.0,Dédouanée,,,,75000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casablanca,2017.0,Manuelle,Diesel,75000.0,Fiat,500,5.0,WW au Maroc,Non,6.0,Très bon,93000,1,1,1,0,1,1,1,0,1,1,0,0,1,0,1,1
Rabat,2021.0,Automatique,Other,90000.0,Toyota,Corolla,5.0,WW au Maroc,Oui,10.0,Excellent,189000,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
Rabat,2024.0,Automatique,Essence,5000.0,Fiat,500,3.0,WW au Maroc,Oui,7.0,Excellent,165000,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Casablanca,2012.0,Automatique,Diesel,150000.0,Jaguar,XF,5.0,WW au Maroc,Oui,8.0,Excellent,135000,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Casablanca,2009.0,Manuelle,Essence,190000.0,Ford,Fiesta,5.0,WW au Maroc,Non,6.0,Très bon,57000,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0
Rabat,2019.0,Manuelle,Diesel,95000.0,Citroën,C3,5.0,WW au Maroc,Non,6.0,Très bon,123000,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1
Casablanca,2021.0,Automatique,Diesel,95000.0,Land Rover,Discovery,5.0,WW au Maroc,Oui,8.0,Excellent,345000,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
Fès,2021.0,Automatique,Diesel,100000.0,Volkswagen,Golf 8,5.0,Dédouanée,Oui,8.0,Excellent,338000,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
Rabat,2015.0,Manuelle,Diesel,90000.0,Peugeot,2008,5.0,WW au Maroc,Non,6.0,Excellent,138000,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1
Marrakech,2012.0,Automatique,Essence,100000.0,Audi,A1,3.0,WW au Maroc,Non,8.0,Très bon,108000,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
Fès,2020.0,Manuelle,Diesel,180000.0,Peugeot,Rifter,3.0,WW au Maroc,Oui,6.0,Très bon,145000,1,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0
Tanger,2012.0,Automatique,Diesel,160000.0,Audi,A7,5.0,WW au Maroc,Non,12.0,Excellent,200000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
El Jadida,2021.0,Automatique,Other,90000.0,Toyota,RAV-4,5.0,WW au Maroc,Non,14.0,Excellent,315000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Casablanca,2021.0,Manuelle,Diesel,100000.0,Renault,Clio,3.0,WW au Maroc,Non,6.0,Très bon,139000,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
Tanger,2015.0,Automatique,Diesel,200000.0,Jeep,Cherokee,5.0,WW au Maroc,,,,165000,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Rabat,2018.0,Manuelle,Essence,50000.0,Hyundai,i20,5.0,WW au Maroc,Oui,7.0,Très bon,109000,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1
Tanger,2013.0,Manuelle,Diesel,150000.0,Mercedes-Benz,Classe E,5.0,WW au Maroc,Non,9.0,Très bon,163000,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1
Tanger,2013.0,Manuelle,Diesel,250000.0,Dacia,Dokker,5.0,WW au Maroc,Oui,6.0,Très bon,98000,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1
Casablanca,2014.0,Automatique,Diesel,150000.0,Maserati,Ghibli,5.0,Importée neuve,Non,12.0,Très bon,238000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rabat,2021.0,Automatique,Diesel,55000.0,Ford,Kuga,5.0,WW au Maroc,Non,6.0,Excellent,255000,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1
Casablanca,2021.0,Manuelle,Diesel,85000.0,Opel,Crossland,5.0,WW au Maroc,Non,6.0,Bon,151450,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1
Marrakech,2022.0,Automatique,Diesel,60000.0,Mercedes-Benz,Classe A,5.0,WW au Maroc,Oui,8.0,Excellent,330000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casablanca,2017.0,Automatique,Diesel,140000.0,BMW,Série 5,5.0,WW au Maroc,,,,287000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marrakech,2019.0,Manuelle,Diesel,85000.0,Peugeot,208,5.0,Dédouanée,Non,6.0,Excellent,137000,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
Casablanca,2020.0,Manuelle,Essence,60000.0,Fiat,500,3.0,WW au Maroc,Non,7.0,Très bon,110000,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1
Casablanca,2022.0,Automatique,Diesel,70000.0,Seat,Ateca,5.0,WW au Maroc,Oui,8.0,Très bon,289000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Casablanca,2023.0,Manuelle,Essence,35000.0,Fiat,500,5.0,WW au Maroc,Oui,6.0,Excellent,140000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casablanca,2016.0,Automatique,Diesel,140000.0,BMW,Série 5,5.0,Dédouanée,Oui,12.0,Bon,253000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meknès,2021.0,Automatique,Essence,70000.0,Fiat,500,5.0,WW au Maroc,Non,7.0,Neuf,129000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Salé,2013.0,Manuelle,Diesel,200000.0,Ford,Focus,5.0,WW au Maroc,Oui,6.0,Très bon,115000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Casablanca,2015.0,Manuelle,Diesel,180000.0,Ford,Fiesta,5.0,WW au Maroc,Oui,6.0,Très bon,97000,1,1,1,0,1,1,0,0,1,1,0,0,0,0,1,1
Salé,2018.0,Manuelle,Diesel,190000.0,Hyundai,Accent,5.0,WW au Maroc,Oui,6.0,Très bon,130000,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1
Tanger,2016.0,Manuelle,Diesel,60000.0,Ford,Focus,5.0,WW au Maroc,Non,6.0,Très bon,168000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oujda,2019.0,Manuelle,Diesel,140000.0,Opel,Crossland,5.0,WW au Maroc,Oui,6.0,Très bon,165000,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
Tétouan,2022.0,Manuelle,Diesel,50000.0,Seat,Arona,5.0,WW au Maroc,Oui,6.0,Excellent,205000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salé,2018.0,Automatique,Diesel,170000.0,Peugeot,3008,5.0,WW au Maroc,Non,8.0,Excellent,195000,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Marrakech,2018.0,Automatique,Diesel,190000.0,Jeep,Grand Cherokee,5.0,WW au Maroc,Oui,12.0,Excellent,190000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casablanca,2014.0,Automatique,Diesel,250000.0,Honda,CR-V,5.0,WW au Maroc,Oui,8.0,Excellent,132000,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
Casablanca,2017.0,Automatique,Diesel,100000.0,Mercedes-Benz,Classe E,5.0,WW au Maroc,Oui,8.0,Excellent,297000,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Casablanca,2018.0,Manuelle,Essence,95000.0,Toyota,Yaris,,,,,,110000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanger,2022.0,Automatique,Diesel,50000.0,Seat,Ateca,5.0,WW au Maroc,Non,8.0,Très bon,330000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Casablanca,2012.0,Automatique,Diesel,200000.0,Volkswagen,Touareg,5.0,WW au Maroc,Non,12.0,Très bon,129000,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
Casablanca,2019.0,Manuelle,Diesel,70000.0,Dacia,Logan,5.0,WW au Maroc,Oui,6.0,Très bon,112000,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
Casablanca,2011.0,Automatique,Diesel,170000.0,Porsche,Cayenne,5.0,Importée neuve,Non,12.0,Bon,175000,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
Fès,2017.0,Automatique,Diesel,140000.0,BMW,X6,5.0,WW au Maroc,Oui,12.0,Neuf,288000,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
Casablanca,2022.0,Automatique,Essence,50000.0,Fiat,500,3.0,WW au Maroc,Oui,7.0,Excellent,135000,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1
Casablanca,2014.0,Automatique,Diesel,160000.0,Land Rover,Range Rover Sport,5.0,Importée neuve,Oui,12.0,Excellent,345000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Casablanca,2017.0,Automatique,Essence,70000.0,Fiat,500,5.0,WW au Maroc,Oui,6.0,Très bon,103000,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1
Tétouan,2020.0,Manuelle,Diesel,100000.0,Nissan,Micra,5.0,WW au Maroc,Oui,6.0,Excellent,145000,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
Marrakech,2020.0,Automatique,Diesel,50000.0,BMW,X3,5.0,WW au Maroc,Oui,6.0,Neuf,370000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casablanca,2021.0,Automatique,Other,50000.0,Toyota,C-HR,5.0,WW au Maroc,Oui,10.0,Bon,215000,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1
Tanger,2017.0,Manuelle,Diesel,160000.0,Volkswagen,Caddy,5.0,WW au Maroc,Non,6.0,Très bon,156000,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1
Casablanca,2023.0,Automatique,Essence,25000.0,Hyundai,i10,5.0,WW au Maroc,Oui,6.0,Excellent,135000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bouskoura,2018.0,Automatique,Diesel,160000.0,BMW,X3,5.0,WW au Maroc,Oui,9.0,Bon,280000,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Casablanca,2018.0,Automatique,Diesel,140000.0,Volkswagen,Golf 7,,,,,,190000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salé,2023.0,Automatique,Diesel,15000.0,Kia,Sportage,5.0,WW au Maroc,Oui,6.0,Très bon,330000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Casablanca,2016.0,Automatique,Diesel,140000.0,BMW,Série 5,,,,,,215000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Berrechid,2012.0,Automatique,Diesel,150000.0,Jaguar,XF,5.0,WW au Maroc,Non,8.0,Très bon,135000,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1
Tanger,2006.0,Manuelle,Diesel,250000.0,BMW,Série 5,5.0,WW au Maroc,Non,10.0,Excellent,115000,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Casablanca,2022.0,Automatique,Diesel,75000.0,Kia,Carnival,5.0,WW au Maroc,Non,9.0,Très bon,375000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Salé,2023.0,Automatique,Diesel,15000.0,Kia,Sportage,5.0,WW au Maroc,Oui,6.0,Très bon,330000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Berrechid,2012.0,Automatique,Diesel,150000.0,Jaguar,XF,5.0,WW au Maroc,Non,8.0,Très bon,135000,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1
Casablanca,2018.0,Automatique,Diesel,140000.0,Volkswagen,Golf 7,,,,,,190000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casablanca,2016.0,Automatique,Diesel,140000.0,BMW,Série 5,,,,,,215000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marrakech,2023.0,Automatique,Essence,25000.0,Fiat,500 X,5.0,WW au Maroc,Oui,8.0,Excellent,220000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casablanca,2022.0,Manuelle,Diesel,130000.0,Renault,Clio,5.0,WW au Maroc,Oui,6.0,Excellent,139000,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Casablanca,2018.0,Automatique,Diesel,140000.0,Volkswagen,Touareg,5.0,WW au Maroc,Non,12.0,Très bon,255000,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1
Kénitra,2001.0,Manuelle,Diesel,30000.0,Fiat,Siena,5.0,,,,,34000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
Marrakech,2017.0,Automatique,Diesel,200000.0,Land Rover,Range Rover Evoque,5.0,,,,,230000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casablanca,2023.0,Automatique,Diesel,20000.0,Peugeot,3008,5.0,WW au Maroc,Oui,6.0,Excellent,345000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casablanca,2021.0,Manuelle,Diesel,95000.0,Renault,Clio,5.0,WW au Maroc,Non,6.0,Excellent,170000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanger,2017.0,Manuelle,Diesel,150000.0,Fiat,500,3.0,WW au Maroc,Non,5.0,Très bon,97000,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
Casablanca,2003.0,Manuelle,Diesel,190000.0,Mercedes-Benz,270,5.0,Importée neuve,Oui,11.0,Bon,42000,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1
Casablanca,2014.0,Manuelle,Essence,200000.0,Ford,B Max,,,,,,75000,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,1
Khouribga,2018.0,Manuelle,Diesel,100000.0,Dacia,Sandero,5.0,WW au Maroc,Non,6.0,Très bon,117000,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
Zagora,2017.0,Manuelle,Diesel,65000.0,Dacia,Dokker,5.0,WW au Maroc,Oui,6.0,Bon,98000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Casablanca,2016.0,Automatique,Diesel,160000.0,Land Rover,Range Rover Sport,5.0,WW au Maroc,,,,320000,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Marrakech,2023.0,Automatique,Diesel,110000.0,Volkswagen,T-Roc,5.0,WW au Maroc,Oui,8.0,Excellent,289000,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
Casablanca,2023.0,Automatique,Diesel,40000.0,Audi,A3,5.0,WW au Maroc,Oui,8.0,Excellent,395000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Casablanca,2010.0,Manuelle,Essence,110000.0,Fiat,Albea,5.0,WW au Maroc,Oui,8.0,Très bon,52000,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Casablanca,2009.0,Manuelle,Diesel,180000.0,Peugeot,308,5.0,WW au Maroc,Non,6.0,Bon,80000,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1
Khénifra,1999.0,Manuelle,Diesel,0.0,Mercedes-Benz,220,5.0,Dédouanée,Oui,8.0,Neuf,62000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanger,2018.0,Automatique,Essence,60000.0,Fiat,500,3.0,WW au Maroc,Oui,7.0,Excellent,110000,0,1,1,0,1,0,1,1,0,1,1,0,0,1,0,1
Bouskoura,2018.0,Automatique,Diesel,40000.0,BMW,X3,,,,,,380000,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Salé,2022.0,Automatique,Other,40000.0,Toyota,C-HR,5.0,WW au Maroc,Oui,10.0,Excellent,237000,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
Casablanca,2020.0,Automatique,Diesel,95000.0,Land Rover,Range Rover Evoque,5.0,WW au Maroc,Non,8.0,Excellent,340000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
